category_id,views_fd,likes_fd,dislikes_fd,comment_count_fd,weekday_weekend,days_spent_trending
24,29654,1284,7,151,0,8
24,490845,12471,180,581,0,8
17,2486843,38937,2163,3089,0,8
10,43667,2408,66,273,0,8
22,51139,441,4693,0,0,8
25,137431,605,141,211,0,8
10,149677,5796,227,249,0,8
24,342214,6063,616,820,0,8
24,68970,4053,62,283,0,8
24,481171,3989,228,495,0,8
10,405193,41255,343,2819,0,8
24,315605,2249,360,946,0,8
25,634610,16893,247,5878,0,8
10,545655,73480,727,6157,0,8
24,1488650,8946,2911,1650,0,8
22,966723,141202,1804,17629,0,8
24,469500,12929,3096,2596,0,8
10,208114,40955,363,5986,0,8
10,452982,35397,194,1558,0,8
20,189419,3250,192,159,0,8
28,67876,1038,25,140,0,8
22,145601,7955,149,1318,0,8
24,958455,5183,906,740,0,8
17,143584,1324,14,195,1,8
22,682894,60206,1779,11887,0,8
28,3670052,126015,2696,9254,0,8
24,18985,553,121,71,0,8
20,891157,89944,15512,38750,0,8
28,22664,1052,25,84,0,8
1,2405786,16584,1643,2193,0,8
24,378862,19841,282,1584,0,8
25,20955,349,370,697,0,8
27,345571,8320,260,1170,1,8
26,123751,3583,283,345,0,8
24,591512,39041,254,2671,0,8
24,1235073,53452,542,3146,0,8
26,85887,4779,35,370,0,8
1,16031,544,16,236,0,8
10,692807,70211,2689,5205,0,8
24,33620,748,21,125,0,8
2,216058,7192,399,1757,0,8
17,31957,439,64,282,0,8
24,883608,25677,492,2487,0,8
1,133877,5708,112,1261,0,8
10,7966,1076,43,156,0,8
23,603426,35628,743,2867,0,8
22,268105,2668,100,250,0,8
24,239937,15511,216,1196,0,8
1,104510,2182,273,365,0,8
24,151057,10580,636,2135,0,8
24,3703259,187800,4620,19264,0,8
23,468522,35427,456,1809,0,8
22,136757,4895,62,261,0,8
26,45065,5820,260,740,1,8
23,1291422,89280,908,9645,0,8
28,158813,1797,74,223,1,8
17,264477,3301,123,457,1,8
22,352037,24652,630,1179,0,8
24,615196,16592,586,2208,0,8
17,122589,3451,179,184,0,8
20,476387,12807,1599,3652,0,8
1,9510,331,6,17,0,8
23,91445,1806,57,118,0,8
25,74337,414,69,867,0,8
1,952863,14092,3097,5149,0,8
20,946386,26612,445,3405,0,8
10,174097,24415,215,1283,0,8
24,3741,59,13,9,0,8
24,5275682,578219,8202,116532,1,8
10,823285,89055,1565,7649,0,8
10,1012223,120799,1319,8960,0,8
26,1112653,39036,617,3312,0,8
26,1324533,91775,1020,3907,0,8
17,697498,13199,291,1769,0,8
10,1361217,107470,4720,10223,0,8
25,334898,1367,553,0,0,8
10,118842,20668,102,2591,0,8
22,285219,26504,140,2573,0,8
24,4575521,295650,5808,83065,1,8
1,489367,30566,1275,2135,0,8
24,697391,14248,374,5118,0,8
22,161050,13050,104,657,0,8
24,220085,1662,50,92,0,8
10,9477,1392,63,569,0,8
10,804363,39816,6304,10586,0,8
26,75036,4092,65,291,1,8
23,1127663,37031,299,2138,0,8
17,2689033,52632,2419,6736,0,8
10,56553,6773,63,433,0,8
24,900080,3127,405,462,1,8
2,30550,555,72,100,0,8
10,1209233,100668,789,4917,0,8
24,342170,10974,525,2148,0,8
10,243220,20314,346,1205,0,8
25,29041,191,24,177,1,8
10,1257634,6971,1342,1230,0,8
25,16080,377,247,481,0,8
17,205295,2968,59,453,1,8
10,496742,87485,331,6269,0,8
10,799742,73491,807,536,0,8
10,684778,62969,1492,6495,0,8
23,45052,1795,112,270,1,8
24,1525400,63995,896,4697,0,8
25,21611,147,5,35,0,8
24,5885017,223403,6881,24311,0,8
23,3334565,167596,8753,9296,0,8
24,337908,11396,597,1174,0,8
24,313431,15804,1861,3580,0,8
10,248793,29652,327,1371,0,8
29,8041970,1167488,147643,363133,0,8
22,655388,32323,666,2818,0,8
23,576294,40566,739,4589,0,8
23,108436,15673,304,1452,0,8
23,36780,3129,52,272,0,8
22,417295,42720,97,2196,0,8
22,290800,20545,282,3714,0,8
10,21193,1438,49,83,0,8
24,1017187,28060,950,2997,0,8
28,390964,3687,1273,1224,0,8
28,837053,31574,833,4046,0,8
15,97165,4186,106,240,0,8
26,89763,3217,342,543,0,8
26,246040,18795,161,3370,0,8
1,81319,5089,300,1376,0,8
28,309852,11348,357,1313,0,8
26,206123,10558,365,967,0,8
2,253378,10837,193,7081,0,8
24,177839,5791,60,391,0,8
10,1448694,135013,4843,12116,0,8
25,431660,2989,321,1291,0,8
23,623512,46612,691,2691,0,8
24,194790,18960,207,1193,0,8
26,53207,2683,111,246,0,8
23,1151001,66380,1066,5635,0,8
15,55778,4776,73,517,0,8
24,349459,9015,430,0,0,8
10,268767,28087,224,1921,0,8
24,1501756,78351,1897,15279,0,8
1,87737,2751,43,315,0,8
1,81960,3017,409,875,1,8
10,125645,16754,65,1373,0,8
22,597264,22866,135,801,0,8
10,867588,0,0,0,0,8
27,355773,18468,1078,3743,0,8
10,231920,399,174,696,1,8
24,1980168,77373,1955,9955,0,8
24,26917,488,62,48,0,8
22,114957,2552,40,146,0,8
27,274380,13920,275,2074,1,8
28,539560,20823,404,1380,0,8
26,240166,7490,131,735,0,8
23,619503,27379,823,1479,0,8
1,212282,11945,388,1965,0,8
1,381081,30863,419,6303,0,8
22,1130965,88892,938,12368,0,8
24,397799,32476,282,3028,0,8
24,221751,10922,105,1959,0,8
22,283635,4361,561,552,0,8
24,481783,18336,188,997,0,8
24,70006,176,218,258,0,8
23,1498364,132382,1685,5746,1,8
23,1392203,59419,1457,4286,1,8
10,604348,42637,558,2235,0,8
10,238948,25569,566,2872,0,8
10,207697,14599,178,1086,0,8
22,76871,1722,258,217,0,8
24,3063915,113009,7170,17183,0,8
26,322818,14604,420,2014,1,8
26,78911,5059,116,218,0,8
28,168887,7152,160,551,0,8
10,78979,4167,213,514,0,8
1,3693222,35078,538,1892,0,8
23,913644,54175,614,22520,0,8
26,42600,2887,26,106,0,8
22,49472,430,155,210,0,8
24,158013,2232,72,197,0,8
26,821589,27842,751,1771,1,8
26,906507,29070,555,2083,1,8
22,3285346,174749,1580,9679,0,8
24,289557,9700,70,412,0,8
1,10385748,31250,1148,2362,0,8
1,2108246,27673,918,2677,0,8
2,88727,2049,126,460,1,8
28,1603415,65594,700,12169,0,8
27,187278,9402,472,1373,0,8
22,42826,3019,212,147,0,8
27,160530,9556,184,840,0,8
28,590272,24054,414,4980,1,8
23,32839,2718,32,234,0,8
19,319511,6508,181,756,1,8
24,594981,7408,770,3869,0,8
24,109050,10964,99,708,0,8
24,176639,11414,169,865,0,8
27,63059,3449,231,543,0,8
22,21194,413,14,69,0,8
17,194110,8542,248,472,1,8
27,251683,20617,137,2526,0,8
24,24782158,1149185,483924,462103,0,8
25,847112,3386,1041,6017,0,8
17,53410,360,39,173,0,7
24,27499,2184,37,402,0,7
22,635686,11383,12122,4289,0,7
24,17143,293,55,66,0,7
24,597669,29781,71617,55110,0,7
22,1761039,50983,3231,8846,1,7
22,1420770,29855,1554,2587,1,7
24,158882,4236,223,1019,0,7
24,140271,4250,241,1202,0,7
24,149097,4874,109,1169,0,7
1,25264,2066,38,86,1,7
26,84325,4467,21,576,0,7
23,63544,5120,87,420,0,7
24,1670008,25506,740,0,1,7
1,592735,37639,519,4522,0,7
10,2827100,242368,3770,14961,0,7
10,1280743,116833,1563,7247,0,7
10,1475878,277429,548,20109,0,7
24,203431,1698,412,243,0,7
24,635414,59806,546,7529,0,7
27,46335,5446,93,748,0,7
24,158406,6773,364,761,1,7
26,999867,78088,690,12551,1,7
26,1048933,41411,2778,9055,1,7
28,119180,9763,511,1434,0,7
22,117875,8796,124,796,0,7
2,206006,1530,69,212,0,7
27,42378,1510,31,276,0,7
24,2399171,90783,2847,6557,0,7
17,662308,8100,923,885,1,7
28,121952,11946,485,2226,0,7
10,439056,106536,656,20575,0,7
26,217232,4504,129,106,0,7
24,144181,1919,130,247,0,7
25,795360,4989,801,2755,0,7
24,18264,315,29,122,0,7
22,767037,29078,585,2066,0,7
1,23116,3103,31,148,0,7
1,212467,6400,603,1562,0,7
24,246462,9597,184,820,0,7
1,30690,1137,18,138,0,7
24,1182714,27721,494,4029,0,7
26,719816,37255,510,5261,0,7
24,36326,1086,34,113,0,7
24,383100,13316,253,355,0,7
24,1497616,69249,3058,6599,0,7
23,794343,40957,1124,2516,0,7
23,2793636,127559,7589,6740,0,7
24,211403,6386,151,316,0,7
24,512450,17401,440,1242,0,7
24,40389,1215,288,583,0,7
1,2841875,18079,2484,7459,0,7
1,167813,986,270,87,0,7
15,146065,6288,153,725,0,7
17,8643326,299731,5168,23221,0,7
22,2880365,182109,3717,11537,0,7
24,781694,7789,138,527,0,7
10,133212,6260,202,528,0,7
24,114276,2169,93,221,0,7
20,73724,1864,66,267,0,7
25,57143,828,342,719,1,7
22,66888,1098,427,0,1,7
28,122641,9202,48,735,0,7
1,157829,3369,33,347,0,7
24,197586,2679,113,533,0,7
24,51417,656,107,184,0,7
23,4190444,405372,8612,25722,0,7
26,57561,2990,44,117,0,7
1,2110582,15604,1254,2177,0,7
1,36155,615,68,220,0,7
28,164406,8780,127,2127,0,7
1,685579,46244,833,8941,0,7
23,2344521,168497,1339,7349,0,7
24,199030,11524,680,3335,0,7
23,621108,24760,1137,2836,1,7
27,230257,7713,240,1145,0,7
24,299470,9906,127,598,0,7
24,307242,4536,520,2341,0,7
24,555758,19252,1234,5853,0,7
28,102361,785,70,49,1,7
24,433714,18522,480,2814,0,7
10,86519,12790,61,1155,0,7
10,285261,29057,470,2764,0,7
26,1456094,70620,1303,6080,1,7
23,20063,168,21,42,0,7
23,719229,76088,611,4569,0,7
10,83625,2871,153,271,0,7
22,83785,6789,65,357,0,7
24,255019,21203,464,2711,0,7
22,102900,7690,52,1181,0,7
20,124554,3655,46,142,0,7
20,80760,1319,95,168,0,7
26,462704,18069,286,1436,0,7
10,76527,6240,199,788,0,7
15,410628,10156,1123,2756,1,7
26,838980,70069,1388,11743,0,7
24,307648,14213,114,861,1,7
24,1319239,39556,874,2894,0,7
24,497013,16102,1666,1457,0,7
24,72558,2152,115,606,0,7
24,32156,1230,37,465,0,7
24,1784173,189160,2784,14883,0,7
24,1046436,30027,854,4941,0,7
26,828909,25204,961,1559,0,7
17,8053628,212314,17270,24274,0,7
25,317143,2306,4508,3766,0,7
22,80882,11402,69,718,0,7
26,139233,6400,55,600,0,7
10,84155,3969,119,245,0,7
17,2420496,56609,1441,5151,0,7
1,15058,0,0,0,0,7
1,26884,1661,239,227,0,7
25,35891,506,217,461,0,7
25,37605,221,55,0,0,7
10,548621,159356,2374,19455,0,7
10,13945717,2055137,23888,395562,0,7
24,3199087,5552,1079,705,0,7
26,103394,7256,83,852,0,7
10,238502,16871,114,771,0,7
24,726453,48233,1088,2126,0,7
23,917612,67414,1364,4181,1,7
24,116977,1598,139,585,0,7
10,386725,53155,473,4040,0,7
24,553096,2679,4535,2014,0,7
28,38353,398,345,1668,0,7
24,2437554,70432,1172,6796,0,7
26,360880,22837,578,2922,0,7
24,10232,153,262,139,1,7
24,52154,1378,59,172,0,7
10,400949,26264,541,3583,0,7
10,57539,1538,39,84,0,7
25,80917,751,219,1556,0,7
10,1654455,142445,2738,11272,0,7
24,252958,15133,97,946,1,7
23,914289,11706,423,745,0,7
24,251857,4800,177,952,0,7
24,770606,124566,1962,18534,0,7
23,73104,12494,75,1061,1,7
23,3657886,442915,2655,75753,0,7
27,160340,9822,118,2063,0,7
25,13910,108,22,70,1,7
25,128393,1019,84,463,0,7
10,523885,73680,286,6354,0,7
19,160182,789,51,107,0,7
24,1371115,61950,463,2105,0,7
28,471730,13689,406,1355,0,7
24,743848,18107,486,753,0,7
24,799894,12220,897,866,1,7
10,28983,1532,58,230,0,7
26,18032,457,15,68,0,7
24,206135,3653,125,772,0,7
25,70926,713,53,320,0,7
28,166157,4276,130,436,0,7
24,81878,1302,29,144,0,7
24,208117,21334,255,1229,0,7
20,780084,39946,1089,10203,0,7
24,88867,2544,271,1202,0,7
10,201384,18690,287,1210,0,7
24,99566,2136,419,1127,0,7
1,178986,1570,134,223,0,7
25,1178444,16617,1242,8441,0,7
24,227867,7780,263,1053,1,7
22,330124,30203,201,2355,0,7
24,272251,6949,493,1368,1,7
24,510354,19131,1184,2266,1,7
26,433341,31244,298,2577,0,7
24,210809,8613,194,1100,0,7
24,113122,4055,597,779,1,7
28,1079619,33883,1050,3766,0,7
24,305511,11500,492,1988,1,7
10,124338,8194,902,1507,0,7
10,673010,58902,786,2901,0,7
24,303564,11441,196,3802,1,7
25,140627,663,110,521,0,7
1,982751,345,42,16,0,7
1,250242,602,40,67,0,7
24,592790,8126,455,926,0,7
22,62995,627,17,82,0,7
24,1891954,86481,879,8941,1,7
23,119919,3366,125,216,0,7
10,5247220,528400,9357,28411,0,7
24,1236676,96359,1123,11420,0,7
17,8266,677,18,146,0,7
17,1056136,8709,509,4358,0,7
26,431883,40912,1134,429,0,7
15,157383,8162,221,342,0,7
10,8128270,643769,9699,35441,0,7
10,5988303,532876,5522,22643,0,7
22,447230,4193,175,403,0,7
10,3969182,279197,18662,66232,0,7
23,582747,26750,663,1604,0,7
23,1068079,39360,811,2269,0,7
1,1054285,28682,1835,4709,0,7
1,1151705,38994,2389,6921,0,7
22,159746,19463,246,942,0,7
28,55323,260,15,160,0,7
10,639064,68347,946,6225,0,7
10,1258937,114661,2509,11298,0,7
24,235247,8197,707,1684,1,7
25,98679,780,261,886,0,7
26,133322,20352,107,1906,1,7
17,14647590,32892,117128,44404,0,7
1,1974540,77880,7415,17314,0,7
1,1680809,82524,6116,25932,0,7
1,1382057,65739,1198,6308,0,7
28,679202,5867,242,1748,0,7
22,187452,5164,230,971,1,7
10,202697,13976,255,1143,0,7
22,1803724,57470,5261,7483,0,7
25,69716,3547,210,691,0,7
25,645081,2931,648,6491,0,7
17,73546,309,43,416,0,7
22,237548,4134,1183,613,0,7
24,159742,7178,132,800,0,7
10,607810,41306,1252,4558,0,7
24,712290,17066,611,1255,0,7
24,384249,26271,238,540,0,7
24,143537,2924,161,913,0,7
26,227750,17039,258,1317,0,7
26,295351,29424,293,3268,0,7
26,165172,12650,161,994,0,7
26,2822642,275632,1444,124082,0,7
25,219570,2702,223,950,0,7
25,372488,2718,884,0,1,7
10,1006354,81200,424,3640,0,7
10,1554273,146680,1599,7305,0,7
27,367978,16137,133,1246,0,7
23,34719,2280,40,192,0,7
17,213530,1524,51,301,1,7
20,1788791,117928,2665,56858,1,7
23,84442,4360,196,411,0,7
28,588908,16422,1238,1636,0,7
24,71264,8696,66,1388,0,7
2,64002,1928,125,183,0,7
22,143597,5845,167,474,1,7
28,618753,38230,2289,4633,0,7
15,1315442,17145,253,1051,0,7
10,479732,69709,509,5656,0,7
23,224081,11269,155,1380,0,7
24,601853,330,51,33,0,7
24,2134011,33727,1956,0,1,7
10,60079,859,22,59,0,7
10,1089519,137494,1804,9377,0,7
1,122337,11241,116,782,0,7
24,14820,683,5,141,0,7
25,348754,2540,293,1774,1,7
15,172502,14450,71,517,0,7
15,140625,4861,612,2841,0,7
24,168245,1824,4152,1083,0,7
1,588196,6264,132,749,0,7
28,4785795,135174,4024,24787,0,7
24,29254,114,156,138,0,7
23,291245,23916,196,2000,0,7
25,46533,736,316,242,0,7
28,687321,21479,2345,0,0,7
26,983025,23522,580,1078,0,7
1,1473613,40135,992,4311,0,7
1,829132,25109,316,3428,0,7
1,3411614,89893,4466,14071,0,7
1,941460,45115,887,3956,0,7
1,926503,37810,1204,4466,0,7
1,869784,35418,615,3921,0,7
1,1104496,44953,1199,7327,0,7
1,597340,17345,266,2688,0,7
1,698390,23897,943,3133,0,7
1,2242244,66380,4752,15201,0,7
1,715012,25202,427,3033,0,7
1,1080388,42665,597,4351,0,7
1,495312,17961,408,2572,0,7
23,93201,9195,155,1122,0,7
27,262126,11062,432,774,0,7
27,331220,16032,238,1693,0,7
24,3068037,206195,1468,9535,0,7
27,373453,15829,267,1198,0,7
27,115791,9586,75,2800,0,7
28,13564,251,3,14,0,7
22,43226,1756,135,180,1,7
23,108473,8778,159,599,0,7
27,203592,10389,291,1101,0,7
26,57042,3702,133,334,0,7
28,181010,6880,231,578,0,7
27,231739,9097,1214,3002,0,7
26,389888,10015,781,2351,0,7
26,23979,764,13,52,0,7
27,162819,7423,76,416,0,7
23,2482985,75253,12812,6357,1,7
24,143128,11259,185,618,0,7
26,91432,4151,169,441,0,7
22,116400,5347,73,529,0,7
24,466511,25226,942,1927,0,7
26,323246,13763,141,708,0,7
26,317866,16780,184,1699,0,7
26,62215,4275,110,721,1,7
1,1864342,159415,1643,48970,1,7
26,726249,56212,432,1597,1,7
23,155880,13240,458,1137,0,7
27,217248,11312,226,364,0,7
28,606308,30754,782,1879,0,7
24,503948,12487,696,1437,0,7
27,296440,9567,748,3100,0,7
10,31701,2248,16,139,0,7
26,498655,33796,501,2707,0,7
23,2197295,102065,5784,8296,0,7
24,99243,9003,174,530,0,7
22,1793818,109861,872,5729,0,7
24,2348594,100065,5129,27348,1,7
28,142613,7443,345,893,0,7
2,364537,21807,402,1406,0,7
28,210972,9179,417,881,0,7
26,668715,39305,686,3417,0,7
26,607429,89997,1171,14655,0,7
24,674629,11308,267,767,0,7
24,63672,1885,469,354,0,7
26,54865,1618,85,313,0,7
28,159194,8224,407,956,0,7
28,237993,23612,134,1872,0,7
26,282246,23712,278,2972,0,7
24,409601,39692,175,2050,0,7
23,798567,36645,3115,10284,1,7
23,284793,16921,705,4214,0,7
24,681271,52466,1024,3217,0,7
2,98378,4035,495,486,0,7
26,617339,27173,529,2108,0,7
24,2143350,107746,3086,9668,1,7
15,446368,33965,512,4340,1,7
28,225465,10365,134,653,0,7
27,283696,26340,70,3174,0,7
23,957494,36078,1911,2054,1,7
22,3075228,142222,1627,9963,0,7
10,694215,56219,4508,6848,0,7
22,305643,10386,813,1229,0,7
20,35817,1979,356,0,0,7
17,73662,968,87,316,0,7
17,646682,6978,395,1129,0,7
23,57972,4823,1198,1141,0,7
17,16431,151,27,54,1,7
28,491729,34354,698,3655,0,7
22,1355237,52745,862,3672,0,7
25,589982,17443,1574,3189,0,7
1,1234544,170540,4176,26091,0,7
24,3789495,93413,2283,0,1,7
17,369942,4196,271,2586,0,7
25,16092,217,41,34,0,7
10,631429,31116,1880,3234,0,7
10,340354,10087,274,384,0,7
24,391049,5939,106,385,0,7
25,5938,108,3,21,0,7
23,63882,119,25,16,0,7
10,81509,4580,149,478,0,7
24,108786,697,1479,703,0,7
25,11484,82,4,74,0,7
10,199758,24515,264,2458,1,7
24,798,45,4,6,0,7
24,3358174,132789,1473,9050,0,7
24,3538,27,0,0,0,7
24,131771,1557,41,117,0,7
10,27459,947,62,76,0,7
24,18184886,399200,17473,50935,0,7
1,153898,7551,1028,1904,0,7
10,2148047,78909,4704,5917,0,7
10,239103,8157,234,1951,0,7
10,2125929,90123,2163,6577,0,7
10,2314738,93827,9018,11056,0,7
10,268282,22030,82,1047,0,7
10,62212,4232,82,224,0,7
23,53818,594,145,286,0,7
10,55467,2520,279,261,0,7
10,135841,4259,101,254,0,7
10,58677,2972,19,206,0,7
10,66928,5468,227,482,0,7
17,1811383,18112,1256,2107,0,7
24,897442,17019,1815,8301,0,7
24,20740,306,316,225,0,7
24,438484,4629,236,474,0,7
24,48863,543,167,261,0,7
26,425309,5845,895,1329,0,7
22,8750,71,40,21,0,7
24,587643,5700,264,527,0,7
24,773442,5697,473,322,0,7
24,844246,4530,228,548,0,7
10,753671,66769,703,2764,0,7
10,605722,54920,633,3609,0,7
1,819737,40761,1379,2899,0,7
22,129902,6801,53,323,0,7
25,17627,193,238,390,1,7
27,191287,9823,197,859,0,7
24,539605,30432,280,2819,0,7
10,112186,7987,278,863,0,7
24,33934,521,30,47,0,7
2,29017,480,38,86,0,7
24,677766,20594,730,2170,0,7
23,983365,60983,578,3837,0,7
10,289914,29332,366,1831,0,7
10,588112,69989,470,3521,0,7
24,892103,60439,952,0,1,7
25,288208,7107,3692,2298,1,7
15,67485,5322,27,1486,0,7
25,104831,352,72,0,0,7
24,7691902,761852,86475,135159,1,7
10,131445,10087,120,593,0,7
24,123811,14291,34,1655,0,7
24,1412847,37808,734,0,1,7
1,1193873,90363,1032,6986,1,7
10,57818,3032,76,191,0,7
24,4722,85,2,15,0,7
24,31816,215,39,62,0,7
25,471684,3421,345,1720,0,7
24,107875,3305,41,136,0,7
28,282580,22560,216,1888,0,7
26,135944,7125,68,1919,0,7
25,299090,10126,456,2807,0,7
28,25313,1357,21,325,0,7
24,687373,13355,676,1647,0,7
24,3585629,115796,2489,0,1,7
10,878841,0,0,4209,0,7
10,687582,114188,1333,8371,0,7
10,2008491,145541,3351,9292,0,7
10,1418342,161738,1771,10485,0,7
24,389236,12539,314,1734,0,7
10,283379,6030,1405,2490,0,7
24,191764,1755,195,788,1,7
23,879800,94762,5749,25552,0,7
23,2005689,32076,854,2081,0,7
27,253263,9468,295,415,1,7
20,87397,3617,29,237,0,7
24,183654,6839,410,311,0,7
20,210371,21067,135,2350,0,7
22,4776071,306005,5760,321455,1,7
24,179903,5340,98,535,1,7
26,341409,10907,368,1252,0,7
10,407313,17234,384,1750,0,7
24,389051,6352,143,572,0,7
24,1216410,2755,158,337,0,7
24,226101,9197,149,250,0,7
22,1041049,53591,3811,5302,0,7
20,109028,10357,109,1581,0,7
23,771035,84031,474,5081,0,7
22,193082,2387,35,163,0,7
23,2044173,157423,2105,19183,0,7
26,143663,13856,199,1145,0,7
23,3411062,247246,1961,50194,1,7
23,695230,62353,382,3544,0,7
23,2780977,235816,1915,11102,0,7
24,3003,25,3,7,0,7
24,598726,10254,313,2722,0,7
22,160196,10834,162,327,0,7
22,736843,21385,519,1587,1,7
24,2469801,5084,1719,567,1,7
26,559864,58268,950,8078,0,7
26,321885,23922,317,1158,0,7
15,167497,10046,105,296,0,7
26,568534,26236,1199,29059,0,7
10,60586,4183,49,263,0,7
15,292197,26587,330,10216,0,7
10,1029332,104232,1600,15536,0,7
10,675900,125514,641,9885,0,7
10,57169,6927,161,565,0,7
24,343168,10172,666,2146,0,7
22,326785,7525,688,622,0,7
25,236762,1188,150,614,1,7
22,66646,684,49,93,0,7
23,802945,38061,727,2438,0,7
24,3599131,50271,21328,17848,0,7
10,2618344,45197,2315,3332,0,7
25,215733,3447,257,1050,0,7
26,48051,1318,18,65,0,7
25,189762,1784,204,1037,0,7
24,285756,16363,387,1946,1,7
26,430457,20658,434,2041,0,7
20,224426,17784,225,2762,0,7
24,33657,349,108,62,0,7
1,1500108,27096,2330,4910,0,7
26,110091,8665,136,1201,0,7
24,453643,18473,205,2775,0,7
23,55974,1419,52,83,0,7
17,204293,870,320,236,1,7
10,144177,10237,60,799,1,7
28,623803,17286,511,6126,0,7
22,559663,16052,1123,1208,0,7
23,170214,9760,744,707,0,7
22,8300,38,22,22,0,7
25,94336,883,55,43,0,7
23,1055809,51736,1266,2649,0,7
24,156420,8285,103,556,0,7
20,47215,3390,40,431,0,7
20,660509,10046,533,2243,0,7
26,320038,12008,190,851,1,7
26,493279,45961,236,3604,0,7
10,97414,3275,27,251,0,7
17,1624478,6674,1567,577,0,7
22,491113,39786,932,10542,0,7
25,10775,159,295,758,0,7
24,758440,2270,886,1291,0,7
26,309795,20227,134,3475,0,7
26,387902,24442,414,1346,0,7
24,106605,2196,143,201,1,7
24,136235,1979,878,546,0,7
24,155387,6153,576,666,0,7
23,3191434,146033,5339,8181,1,7
2,1333918,27332,591,1570,0,7
28,850117,36674,783,4596,0,7
24,116913,4777,129,1091,1,7
22,32662,598,840,428,0,7
22,114829,11492,208,4824,0,7
17,12525525,633707,6037,34903,0,7
23,101553,11324,118,2593,1,7
24,144881,20034,222,1443,0,7
10,4340962,396790,11280,41890,0,7
10,919293,50701,3101,7274,0,7
25,5011,93,143,109,0,7
26,370302,12763,279,682,0,7
22,68452,1209,81,120,0,7
25,74568,485,57,274,0,7
26,129052,5927,110,858,0,7
25,12547,139,422,288,0,7
17,2268102,34715,2102,5847,0,7
22,740931,29858,1551,2544,0,7
10,228174,17376,148,687,0,7
23,570995,31941,539,1694,0,7
1,705015,37505,1413,16044,1,7
23,1181653,48880,2558,3451,0,7
10,37058,1740,66,132,0,7
10,749158,51420,291,2826,0,7
24,1107374,34030,480,1587,0,7
10,46683,1523,70,108,0,7
26,119028,4868,106,810,0,7
24,2055,90,4,26,0,7
25,108339,663,427,801,0,7
24,47196,808,402,232,0,7
24,250678,24617,180,855,0,7
10,1674757,59360,1699,4103,0,7
28,1836419,28647,17815,7860,0,7
1,980830,8352,711,1011,0,7
24,69713,1841,83,190,0,7
10,6469935,356084,51596,41095,0,7
24,646953,20319,278,2153,0,7
10,332910,80118,232,5420,0,7
25,9197,94,54,0,0,7
27,616695,15447,920,3065,1,7
25,34071,357,37,233,0,7
24,4266,55,45,21,0,7
28,104434,7862,1004,1560,0,7
10,579208,54865,853,3692,0,7
17,123573,1643,100,198,0,7
24,199355,10175,122,970,0,7
24,331811,5448,586,1489,0,7
24,13305605,835378,629120,733373,0,7
26,41407,3925,55,263,0,7
20,439372,17772,1301,5039,0,7
22,1387393,57537,4804,5877,0,7
25,10698,102,21,75,0,7
24,111312,2239,243,982,0,7
17,993435,7388,919,3017,0,7
1,1609627,22942,1590,2314,1,7
17,420943,1423,141,1152,0,7
10,281446,8749,315,497,0,7
24,5670852,262497,3453,16321,0,7
24,1548781,128639,2164,15858,0,7
24,1469234,186009,2108,82422,0,7
15,566146,18104,300,3568,0,7
22,339237,29162,366,4679,0,7
24,51769,1637,100,357,0,7
24,296805,3056,57,570,0,7
24,318771,41658,456,4787,0,7
26,627027,28718,6160,9073,0,7
26,136370,8940,198,1642,0,7
10,14089954,1065777,47839,96579,0,7
10,80811,3733,63,324,0,7
28,57147,149,13,25,0,7
23,111105,3178,387,341,1,7
2,939495,20829,1352,6519,0,7
26,135983,11303,95,1076,0,7
10,2094378,125705,4143,11060,0,7
27,165624,7083,176,781,0,7
17,119235,1275,22,95,0,7
26,215546,5966,155,629,0,7
1,2872230,17620,3179,3600,0,7
23,115921,7577,160,1026,0,7
27,209979,10302,73,706,0,7
22,63387,9776,44,481,0,7
10,47749,4514,30,458,1,7
23,868062,50780,1554,2949,0,7
27,248195,12923,568,1926,0,7
27,372127,17272,106,922,0,7
10,678096,30222,218,1133,0,7
22,272166,4921,1478,1068,0,7
24,1381400,3919,366,481,1,7
22,1199218,54940,892,5809,0,7
19,224651,10504,300,1586,1,7
23,199519,9595,549,696,1,7
23,240931,23549,304,1965,1,7
24,299914,15112,153,1119,0,7
1,35234,495,39,91,0,7
2,410280,11721,371,2957,0,7
28,397126,36576,376,2386,0,7
27,544230,17911,483,3045,0,7
22,621283,20881,244,689,0,7
15,1481728,64756,1015,10121,1,7
2,705169,21050,532,5784,0,7
24,10393,39,27,24,0,7
24,20288,137,57,196,0,7
23,861415,30214,2061,3973,0,7
24,2418783,97185,6146,12703,0,7
24,133374,5394,154,562,0,7
24,850295,12396,659,1167,0,7
24,424224,12907,329,1493,0,7
23,308230,21947,397,876,0,7
23,907902,37539,1589,1603,0,7
26,571588,38843,1342,3181,0,7
10,199676,23938,891,3760,0,7
26,630694,44813,908,5250,0,7
28,121034,1878,105,251,0,7
27,540387,25424,808,2012,0,7
24,401826,17852,168,2338,0,7
24,26190,317,24,23,0,7
10,239907,28340,551,3607,0,7
15,532201,15650,228,2379,0,7
23,555596,20430,1109,1456,1,7
24,260169,2975,35,82,0,7
1,159782,2377,466,423,0,7
17,48974,276,35,41,1,7
17,232812,3353,76,168,0,7
2,33447,379,41,62,1,7
10,885830,140990,2664,14693,0,7
10,1796354,260148,4282,26674,0,7
26,265038,10135,110,2402,0,7
24,1477111,1627,94,238,0,7
